Sample,Sample Type,Lat,Lng,Elevation(masl),Thickness(cm),Density(g/cm3),Shielding,10Be-conc(at/g),10Be-unc(at/g),10Be-std,Sample Year,Published Age (yr),Published Unc (yr),Reference,Height (cm),Regions
CL03-8,boulder,39.62027,-105.63384,3517,5,2.7,0.982,776924,39709,S555,2003,12200,500,"Benson L, Madole R, Kubik P, McDonald R, 2007. Surface-exposure ages of Front Range moraines that may have formed during the Younger Dryas, 8.2 cal ka, and little ice age events. Quaternary Science Reviews 26, 1638-1649.",56,Colorado Plateau
CL03-9,boulder,39.61908,-105.6341,3512,4,2.7,0.982,764793,82237,S555,2003,12000,600,"Benson L, Madole R, Kubik P, McDonald R, 2007. Surface-exposure ages of Front Range moraines that may have formed during the Younger Dryas, 8.2 cal ka, and little ice age events. Quaternary Science Reviews 26, 1638-1649.",142,Colorado Plateau
I03-1,boulder,40.0634,-105.64254,3663,2,2.7,0.951,87301,11785,S555,2003,1400,200,"Benson L, Madole R, Kubik P, McDonald R, 2007. Surface-exposure ages of Front Range moraines that may have formed during the Younger Dryas, 8.2 cal ka, and little ice age events. Quaternary Science Reviews 26, 1638-1649.",125,Colorado Plateau
I03-2,boulder,40.06328,-105.64272,3663,3,2.7,0.951,51634,7904,S555,2003,700,100,"Benson L, Madole R, Kubik P, McDonald R, 2007. Surface-exposure ages of Front Range moraines that may have formed during the Younger Dryas, 8.2 cal ka, and little ice age events. Quaternary Science Reviews 26, 1638-1649.",240,Colorado Plateau
I03-3,boulder,40.06276,-105.64411,3663,3,2.7,0.951,24479,5587,S555,2003,500,0,"Benson L, Madole R, Kubik P, McDonald R, 2007. Surface-exposure ages of Front Range moraines that may have formed during the Younger Dryas, 8.2 cal ka, and little ice age events. Quaternary Science Reviews 26, 1638-1649.",170,Colorado Plateau
I03-4,boulder,40.06271,-105.64405,3663,3,2.7,0.951,28738,4626,S555,2003,400,0,"Benson L, Madole R, Kubik P, McDonald R, 2007. Surface-exposure ages of Front Range moraines that may have formed during the Younger Dryas, 8.2 cal ka, and little ice age events. Quaternary Science Reviews 26, 1638-1649.",90,Colorado Plateau
I03-5,boulder,40.06328,-105.64237,3663,5,2.7,0.951,172005,14851,S555,2003,3000,200,"Benson L, Madole R, Kubik P, McDonald R, 2007. Surface-exposure ages of Front Range moraines that may have formed during the Younger Dryas, 8.2 cal ka, and little ice age events. Quaternary Science Reviews 26, 1638-1649.",55,Colorado Plateau
I03-6,boulder,40.06345,-105.64206,3663,5,2.7,0.951,29100,6604,S555,2003,500,100,"Benson L, Madole R, Kubik P, McDonald R, 2007. Surface-exposure ages of Front Range moraines that may have formed during the Younger Dryas, 8.2 cal ka, and little ice age events. Quaternary Science Reviews 26, 1638-1649.",50,Colorado Plateau
NSV-01-4,boulder,40.2235,-105.5262,2580,4,2.7,0.998,670600,34750,S555,2001,19700,1300,"Benson L, Madole R, Phillips W, Landis G, Thomas T, Kubik P, 2004. The probable importance of snow and sediment shielding on cosmogenic ages of north-central Colorado Pinedale and pre-Pinedale moraines. Quaternary Science Reviews 23, 193-206.",110,Colorado Plateau
RF-01-10,boulder,40.7142,-106.5526,2620,2.4,2.7,1,3218800,156150,S555,2001,92800,5700,"Benson L, Madole R, Phillips W, Landis G, Thomas T, Kubik P, 2004. The probable importance of snow and sediment shielding on cosmogenic ages of north-central Colorado Pinedale and pre-Pinedale moraines. Quaternary Science Reviews 23, 193-206.",120,Colorado Plateau
RF-01-2,boulder,40.7118,-106.5534,2600,5.4,2.7,0.999,794600,35320,S555,2001,23200,1300,"Benson L, Madole R, Phillips W, Landis G, Thomas T, Kubik P, 2004. The probable importance of snow and sediment shielding on cosmogenic ages of north-central Colorado Pinedale and pre-Pinedale moraines. Quaternary Science Reviews 23, 193-206.",140,Colorado Plateau
RF-01-5,boulder,40.7097,-106.5562,2640,4,2.7,0.998,712600,30440,S555,2001,20100,1100,"Benson L, Madole R, Phillips W, Landis G, Thomas T, Kubik P, 2004. The probable importance of snow and sediment shielding on cosmogenic ages of north-central Colorado Pinedale and pre-Pinedale moraines. Quaternary Science Reviews 23, 193-206.",150,Colorado Plateau
RF-01-9,boulder,40.7055,-106.5588,2660,4.4,2.7,0.999,657200,28900,S555,2001,18400,1000,"Benson L, Madole R, Phillips W, Landis G, Thomas T, Kubik P, 2004. The probable importance of snow and sediment shielding on cosmogenic ages of north-central Colorado Pinedale and pre-Pinedale moraines. Quaternary Science Reviews 23, 193-206.",160,Colorado Plateau
DCG04-1,boulder,39.0075,-106.25225,2845,2.5,2.65,0.998,125500,39700,KNSTD,2004,3400,100,"Briner JP, 2009. Moraine pebbles and boulders yield indistinguishable 10Be ages: a case study from Colorado, USA. Quaternary Geochronology 4, 299-305.",NA,Colorado Plateau
DCG04-10,pebbles,38.98878,-106.25677,2991,1,2.65,0.995,1223200,21000,KNSTD,2004,29800,500,"Briner JP, 2009. Moraine pebbles and boulders yield indistinguishable 10Be ages: a case study from Colorado, USA. Quaternary Geochronology 4, 299-305.",NA,Colorado Plateau
DCG04-2,pebbles,39.0075,-106.25225,2845,1,2.65,0.998,2543500,58600,KNSTD,2004,68300,1600,"Briner JP, 2009. Moraine pebbles and boulders yield indistinguishable 10Be ages: a case study from Colorado, USA. Quaternary Geochronology 4, 299-305.",NA,Colorado Plateau
DCG04-3,boulder,39.0073,-106.25252,2860,4,2.65,0.998,1651000,32200,KNSTD,2004,44800,900,"Briner JP, 2009. Moraine pebbles and boulders yield indistinguishable 10Be ages: a case study from Colorado, USA. Quaternary Geochronology 4, 299-305.",NA,Colorado Plateau
DCG04-4,boulder,39.00357,-106.25572,2903,2.5,2.65,0.998,1511000,39700,KNSTD,2004,40200,1100,"Briner JP, 2009. Moraine pebbles and boulders yield indistinguishable 10Be ages: a case study from Colorado, USA. Quaternary Geochronology 4, 299-305.",NA,Colorado Plateau
DCG04-5,pebbles,39.00357,-106.25572,2903,1,2.65,0.998,1372400,43900,KNSTD,2004,35300,1100,"Briner JP, 2009. Moraine pebbles and boulders yield indistinguishable 10Be ages: a case study from Colorado, USA. Quaternary Geochronology 4, 299-305.",NA,Colorado Plateau
DCG04-6,boulder,39.00208,-106.25672,2924,2,2.65,0.998,1160500,36800,KNSTD,2004,30200,1000,"Briner JP, 2009. Moraine pebbles and boulders yield indistinguishable 10Be ages: a case study from Colorado, USA. Quaternary Geochronology 4, 299-305.",NA,Colorado Plateau
DCG04-7,pebbles,39.00208,-106.25672,2924,1,2.65,0.998,1602700,27300,KNSTD,2004,40800,700,"Briner JP, 2009. Moraine pebbles and boulders yield indistinguishable 10Be ages: a case study from Colorado, USA. Quaternary Geochronology 4, 299-305.",NA,Colorado Plateau
DCG04-8,pebbles,38.99242,-106.25828,2967,1,2.65,0.996,1322900,22700,KNSTD,2004,32700,600,"Briner JP, 2009. Moraine pebbles and boulders yield indistinguishable 10Be ages: a case study from Colorado, USA. Quaternary Geochronology 4, 299-305.",NA,Colorado Plateau
DCG04-9,boulder,38.98878,-106.25677,2991,1,2.65,0.995,2917900,64900,KNSTD,2004,72000,1600,"Briner JP, 2009. Moraine pebbles and boulders yield indistinguishable 10Be ages: a case study from Colorado, USA. Quaternary Geochronology 4, 299-305.",NA,Colorado Plateau
PC04-1,boulder,38.98078,-106.23245,2992,3,2.65,0.996,828500,19400,KNSTD,2004,20500,500,"Briner JP, 2009. Moraine pebbles and boulders yield indistinguishable 10Be ages: a case study from Colorado, USA. Quaternary Geochronology 4, 299-305.",NA,Colorado Plateau
PC04-11,pebbles,38.99167,-106.22727,2835,1,2.65,0.997,563700,13300,KNSTD,2004,15100,400,"Briner JP, 2009. Moraine pebbles and boulders yield indistinguishable 10Be ages: a case study from Colorado, USA. Quaternary Geochronology 4, 299-305.",NA,Colorado Plateau
PC04-12,boulder,38.99803,-106.22863,2739,1.5,2.65,0.99,560500,13500,KNSTD,2004,16000,400,"Briner JP, 2009. Moraine pebbles and boulders yield indistinguishable 10Be ages: a case study from Colorado, USA. Quaternary Geochronology 4, 299-305.",NA,Colorado Plateau
PC04-13,pebbles,38.99803,-106.22863,2739,1,2.65,0.99,557800,13400,KNSTD,2004,15800,400,"Briner JP, 2009. Moraine pebbles and boulders yield indistinguishable 10Be ages: a case study from Colorado, USA. Quaternary Geochronology 4, 299-305.",NA,Colorado Plateau
PC04-2,pebbles,38.98078,-106.23245,2992,1,2.65,0.996,545700,15900,KNSTD,2004,13300,400,"Briner JP, 2009. Moraine pebbles and boulders yield indistinguishable 10Be ages: a case study from Colorado, USA. Quaternary Geochronology 4, 299-305.",NA,Colorado Plateau
PC04-3,boulder,38.9802,-106.23405,2911,1,2.65,0.998,599200,15900,KNSTD,2004,15300,400,"Briner JP, 2009. Moraine pebbles and boulders yield indistinguishable 10Be ages: a case study from Colorado, USA. Quaternary Geochronology 4, 299-305.",NA,Colorado Plateau
PC04-4,pebbles,38.9802,-106.23405,2911,1,2.65,0.998,858700,20000,KNSTD,2004,22000,500,"Briner JP, 2009. Moraine pebbles and boulders yield indistinguishable 10Be ages: a case study from Colorado, USA. Quaternary Geochronology 4, 299-305.",NA,Colorado Plateau
PC04-5,boulder,38.9818,-106.23165,2893,3,2.65,0.998,890300,26000,KNSTD,2004,24100,700,"Briner JP, 2009. Moraine pebbles and boulders yield indistinguishable 10Be ages: a case study from Colorado, USA. Quaternary Geochronology 4, 299-305.",NA,Colorado Plateau
PC04-6,pebbles,38.98078,-106.23245,2893,1,2.65,0.996,610300,14400,KNSTD,2004,15700,400,"Briner JP, 2009. Moraine pebbles and boulders yield indistinguishable 10Be ages: a case study from Colorado, USA. Quaternary Geochronology 4, 299-305.",NA,Colorado Plateau
PC04-7,pebbles,38.98645,-106.22773,2877,1,2.65,0.998,858200,20200,KNSTD,2004,22400,500,"Briner JP, 2009. Moraine pebbles and boulders yield indistinguishable 10Be ages: a case study from Colorado, USA. Quaternary Geochronology 4, 299-305.",NA,Colorado Plateau
PC04-8,boulder,38.98888,-106.22725,2851,3,2.65,0.997,788700,15400,KNSTD,2004,20900,400,"Briner JP, 2009. Moraine pebbles and boulders yield indistinguishable 10Be ages: a case study from Colorado, USA. Quaternary Geochronology 4, 299-305.",NA,Colorado Plateau
PC04-9,pebbles,38.99005,-106.22695,2837,1,2.65,0.997,566100,13400,KNSTD,2004,15100,400,"Briner JP, 2009. Moraine pebbles and boulders yield indistinguishable 10Be ages: a case study from Colorado, USA. Quaternary Geochronology 4, 299-305.",NA,Colorado Plateau
TCP00-1,boulder,38.8515,-106.5488,2925,1.75,2.65,0.998,553550,19713,KNSTD,2000,13800,500,"Brugger KA, 2007. Cosmogenic 10Be and 36Cl ages from late Pleistocene terminal moraine complexes in the Taylor River drainage basin, central Colorado, USA. Quaternary Science Reviews 26, 494-499.",150,Colorado Plateau
TCP00-2,boulder,38.853,-106.5507,2940,2.5,2.65,1,598085,19547,KNSTD,2000,14900,500,"Brugger KA, 2007. Cosmogenic 10Be and 36Cl ages from late Pleistocene terminal moraine complexes in the Taylor River drainage basin, central Colorado, USA. Quaternary Science Reviews 26, 494-499.",85,Colorado Plateau
TVP00-1,boulder,38.9126,-106.5947,2950,2,2.65,0.997,846505,34311,KNSTD,2000,20800,800,"Brugger KA, 2007. Cosmogenic 10Be and 36Cl ages from late Pleistocene terminal moraine complexes in the Taylor River drainage basin, central Colorado, USA. Quaternary Science Reviews 26, 494-499.",175,Colorado Plateau
TVP00-2,boulder,38.9138,-106.594,2950,2.5,2.65,0.997,766040,63501,KNSTD,2000,18900,1600,"Brugger KA, 2007. Cosmogenic 10Be and 36Cl ages from late Pleistocene terminal moraine complexes in the Taylor River drainage basin, central Colorado, USA. Quaternary Science Reviews 26, 494-499.",90,Colorado Plateau
TVP00-3,boulder,38.9171,-106.5901,2960,2,2.65,0.999,812231,38610,KNSTD,2000,19900,900,"Brugger KA, 2007. Cosmogenic 10Be and 36Cl ages from late Pleistocene terminal moraine complexes in the Taylor River drainage basin, central Colorado, USA. Quaternary Science Reviews 26, 494-499.",175,Colorado Plateau
TVP00-4,boulder,38.917,-106.5913,2955,2,2.65,0.999,656983,42367,KNSTD,2000,16100,1000,"Brugger KA, 2007. Cosmogenic 10Be and 36Cl ages from late Pleistocene terminal moraine complexes in the Taylor River drainage basin, central Colorado, USA. Quaternary Science Reviews 26, 494-499.",150,Colorado Plateau
TVP00-5,boulder,38.9157,-106.5952,2955,1.75,2.65,0.998,671501,102739,KNSTD,2000,17800,2700,"Brugger KA, 2007. Cosmogenic 10Be and 36Cl ages from late Pleistocene terminal moraine complexes in the Taylor River drainage basin, central Colorado, USA. Quaternary Science Reviews 26, 494-499.",200,Colorado Plateau
CM-03,boulder,39.210594,-106.425817,3340,2.5,2.73,0.9986,753000,21000,07KNSTD,2011,17540,1150,"Brugger KA, Ruleman CA, Caffee MW, Mason CC, 2019b. Climate during the last glacial maximum in the northern Sawatch Range, Colorado, USA. Quaternary 2, 36.",NA,Colorado Plateau
CR-CO-MM-01-11,boulder,39.220262,-106.387173,2938,3,2.73,0.9996,681000,16000,07KNSTD,2011,20250,1300,"Brugger KA, Ruleman CA, Caffee MW, Mason CC, 2019b. Climate during the last glacial maximum in the northern Sawatch Range, Colorado, USA. Quaternary 2, 36.",NA,Colorado Plateau
CR-CO-MM-02-11,boulder,39.220262,-106.387173,2938,3,2.73,0.9996,690000,19000,07KNSTD,2011,20480,1340,"Brugger KA, Ruleman CA, Caffee MW, Mason CC, 2019b. Climate during the last glacial maximum in the northern Sawatch Range, Colorado, USA. Quaternary 2, 36.",NA,Colorado Plateau
CR-CO-MM-03-12,boulder,39.273237,-106.344353,3005,3,2.73,0.9997,712000,15000,07KNSTD,2012,20230,1280,"Brugger KA, Ruleman CA, Caffee MW, Mason CC, 2019b. Climate during the last glacial maximum in the northern Sawatch Range, Colorado, USA. Quaternary 2, 36.",NA,Colorado Plateau
CR-CO-MM-18-14,boulder,39.215122,-106.399469,3085,3,2.73,1,705000,14000,07KNSTD,2014,19180,1200,"Brugger KA, Ruleman CA, Caffee MW, Mason CC, 2019b. Climate during the last glacial maximum in the northern Sawatch Range, Colorado, USA. Quaternary 2, 36.",NA,Colorado Plateau
CR-CO-MM-19-14,boulder,39.214651,-106.399418,3057,3,2.73,1,928000,19000,07KNSTD,2014,24860,1560,"Brugger KA, Ruleman CA, Caffee MW, Mason CC, 2019b. Climate during the last glacial maximum in the northern Sawatch Range, Colorado, USA. Quaternary 2, 36.",NA,Colorado Plateau
CR-CO-MM-20-14,boulder,39.216883,-106.385773,2961,3,2.73,1,758000,10000,07KNSTD,2014,21910,1330,"Brugger KA, Ruleman CA, Caffee MW, Mason CC, 2019b. Climate during the last glacial maximum in the northern Sawatch Range, Colorado, USA. Quaternary 2, 36.",NA,Colorado Plateau
CR-CO-MM-21-14,boulder,39.186135,-106.388594,3000,3,2.73,1,594000,9000,07KNSTD,2014,17250,1060,"Brugger KA, Ruleman CA, Caffee MW, Mason CC, 2019b. Climate during the last glacial maximum in the northern Sawatch Range, Colorado, USA. Quaternary 2, 36.",NA,Colorado Plateau
CR-CO-MM-22-14,boulder,39.186323,-106.388948,3007,3,2.73,1,542000,9000,07KNSTD,2014,15750,970,"Brugger KA, Ruleman CA, Caffee MW, Mason CC, 2019b. Climate during the last glacial maximum in the northern Sawatch Range, Colorado, USA. Quaternary 2, 36.",NA,Colorado Plateau
CR-CO-MM-23-14,boulder,39.187173,-106.38927,3008,3,2.73,1,567000,10000,07KNSTD,2014,16430,1020,"Brugger KA, Ruleman CA, Caffee MW, Mason CC, 2019b. Climate during the last glacial maximum in the northern Sawatch Range, Colorado, USA. Quaternary 2, 36.",NA,Colorado Plateau
FMC-1-2015,boulder,39.1948,-106.067,3248,2.5,2.7,0.9987,549000,6400,07KNSTD,2015,13300,500,"Brugger KA, Laabs B, Reimers A, Bensen N, 2019a. Late Pleistocene glaciation in the Mosquito Range, Colorado, USA: chronology and climate. Journal of Quaternary Science 34, 187-202.",NA,Colorado Plateau
FMC-2-2015,boulder,39.1926,-106.0632,3226,2,2.7,0.9998,866000,13200,07KNSTD,2015,20500,800,"Brugger KA, Laabs B, Reimers A, Bensen N, 2019a. Late Pleistocene glaciation in the Mosquito Range, Colorado, USA: chronology and climate. Journal of Quaternary Science 34, 187-202.",NA,Colorado Plateau
FMC-3-2015,boulder,39.1813,-106.0724,3210,2.5,2.7,0.9989,2570000,25000,07KNSTD,2015,61300,2400,"Brugger KA, Laabs B, Reimers A, Bensen N, 2019a. Late Pleistocene glaciation in the Mosquito Range, Colorado, USA: chronology and climate. Journal of Quaternary Science 34, 187-202.",NA,Colorado Plateau
FMC-4-2015,boulder,39.1799,-106.0718,3204,2.5,2.7,0.9922,957000,9930,07KNSTD,2015,22800,900,"Brugger KA, Laabs B, Reimers A, Bensen N, 2019a. Late Pleistocene glaciation in the Mosquito Range, Colorado, USA: chronology and climate. Journal of Quaternary Science 34, 187-202.",NA,Colorado Plateau
IG-01-16,boulder,39.2219,-106.2872,3136,1.5,2.7,0.9999,5.00E+06,102000,07KNSTD,2016,133200,6600,"Brugger KA, Laabs B, Reimers A, Bensen N, 2019a. Late Pleistocene glaciation in the Mosquito Range, Colorado, USA: chronology and climate. Journal of Quaternary Science 34, 187-202.",NA,Colorado Plateau
IG-02-16,boulder,39.2225,-106.286,3141,1.5,2.7,1,4800000,131000,07KNSTD,2016,126900,6800,"Brugger KA, Laabs B, Reimers A, Bensen N, 2019a. Late Pleistocene glaciation in the Mosquito Range, Colorado, USA: chronology and climate. Journal of Quaternary Science 34, 187-202.",NA,Colorado Plateau
IG-03-16,boulder,39.2234,-106.2795,3185,1.5,2.7,0.9964,884000,24100,07KNSTD,2016,21300,1000,"Brugger KA, Laabs B, Reimers A, Bensen N, 2019a. Late Pleistocene glaciation in the Mosquito Range, Colorado, USA: chronology and climate. Journal of Quaternary Science 34, 187-202.",NA,Colorado Plateau
IG-04-16,boulder,39.2229,-106.2819,3180,1.5,2.7,0.9994,774000,25900,07KNSTD,2016,19000,1000,"Brugger KA, Laabs B, Reimers A, Bensen N, 2019a. Late Pleistocene glaciation in the Mosquito Range, Colorado, USA: chronology and climate. Journal of Quaternary Science 34, 187-202.",NA,Colorado Plateau
IG-05-16,boulder,39.2169,-106.2772,3194,1.5,2.7,0.9981,862000,24400,07KNSTD,2016,20800,1000,"Brugger KA, Laabs B, Reimers A, Bensen N, 2019a. Late Pleistocene glaciation in the Mosquito Range, Colorado, USA: chronology and climate. Journal of Quaternary Science 34, 187-202.",NA,Colorado Plateau
IG-06-16,boulder,39.217,-106.2775,3196,1.5,2.7,0.9999,884000,21100,07KNSTD,2016,21200,900,"Brugger KA, Laabs B, Reimers A, Bensen N, 2019a. Late Pleistocene glaciation in the Mosquito Range, Colorado, USA: chronology and climate. Journal of Quaternary Science 34, 187-202.",NA,Colorado Plateau
SC-1-16,boulder,39.3132,-106.0689,3296,2.5,2.7,0.9748,737000,54600,07KNSTD,2016,17400,1400,"Brugger KA, Laabs B, Reimers A, Bensen N, 2019a. Late Pleistocene glaciation in the Mosquito Range, Colorado, USA: chronology and climate. Journal of Quaternary Science 34, 187-202.",NA,Colorado Plateau
TMC-01-16,boulder,39.1313,-106.0885,3100,1.5,2.7,0.9809,791000,20600,07KNSTD,2016,20600,1000,"Brugger KA, Laabs B, Reimers A, Bensen N, 2019a. Late Pleistocene glaciation in the Mosquito Range, Colorado, USA: chronology and climate. Journal of Quaternary Science 34, 187-202.",NA,Colorado Plateau
TMC-02-16,boulder,39.1295,-106.0887,3084,2,2.7,0.9873,1130000,38500,07KNSTD,2016,28600,1500,"Brugger KA, Laabs B, Reimers A, Bensen N, 2019a. Late Pleistocene glaciation in the Mosquito Range, Colorado, USA: chronology and climate. Journal of Quaternary Science 34, 187-202.",NA,Colorado Plateau
UC-01-16,boulder,39.1667,-106.2271,3225,1.5,2.7,0.9766,710000,20200,07KNSTD,2016,17500,800,"Brugger KA, Laabs B, Reimers A, Bensen N, 2019a. Late Pleistocene glaciation in the Mosquito Range, Colorado, USA: chronology and climate. Journal of Quaternary Science 34, 187-202.",NA,Colorado Plateau
UC-02-16,boulder,39.1643,-106.2346,3206,1.5,2.7,0.9862,826000,19400,07KNSTD,2016,20100,900,"Brugger KA, Laabs B, Reimers A, Bensen N, 2019a. Late Pleistocene glaciation in the Mosquito Range, Colorado, USA: chronology and climate. Journal of Quaternary Science 34, 187-202.",NA,Colorado Plateau
UC-03-16,boulder,39.1642,-106.2358,3189,1.5,2.7,0.9838,667000,16200,07KNSTD,2016,16700,800,"Brugger KA, Laabs B, Reimers A, Bensen N, 2019a. Late Pleistocene glaciation in the Mosquito Range, Colorado, USA: chronology and climate. Journal of Quaternary Science 34, 187-202.",NA,Colorado Plateau
UC-04-16,boulder,39.1643,-106.2352,3197,1.5,2.7,0.9888,692000,23300,07KNSTD,2016,17200,900,"Brugger KA, Laabs B, Reimers A, Bensen N, 2019a. Late Pleistocene glaciation in the Mosquito Range, Colorado, USA: chronology and climate. Journal of Quaternary Science 34, 187-202.",NA,Colorado Plateau
CARA-1,boulder,39.99784,-105.53006,2703,1,2.7,1,741000,3.00E+05,07KNSTD,2009,23600,9800,"Dv<d4><f8>Ohnforth M, Anderson RS, 2011. Reconstructing the glacial history of Green Lakes Valley, North Boulder Creek, Colorado Front Range. Arctic, Antarctic, and Alpine Research 43, 527-542.",NA,Colorado Plateau
CARA-2,boulder,39.99854,-105.53058,2731,1,2.7,0.998,584000,24000,07KNSTD,2009,18300,1800,"Dv<d4><f8>Ohnforth M, Anderson RS, 2011. Reconstructing the glacial history of Green Lakes Valley, North Boulder Creek, Colorado Front Range. Arctic, Antarctic, and Alpine Research 43, 527-542.",NA,Colorado Plateau
CARA-3,boulder,40.00053,-105.53055,2735,1,2.7,0.997,607000,22000,07KNSTD,2009,19000,1800,"Dv<d4><f8>Ohnforth M, Anderson RS, 2011. Reconstructing the glacial history of Green Lakes Valley, North Boulder Creek, Colorado Front Range. Arctic, Antarctic, and Alpine Research 43, 527-542.",NA,Colorado Plateau
CARA-4,boulder,39.99853,-105.52988,2738,1,2.7,0.998,648000,28000,07KNSTD,2009,20200,2000,"Dv<d4><f8>Ohnforth M, Anderson RS, 2011. Reconstructing the glacial history of Green Lakes Valley, North Boulder Creek, Colorado Front Range. Arctic, Antarctic, and Alpine Research 43, 527-542.",NA,Colorado Plateau
CARA-5,boulder,39.99798,-105.53126,2756,1,2.7,0.999,768000,38000,07KNSTD,2009,23700,2400,"Dv<d4><f8>Ohnforth M, Anderson RS, 2011. Reconstructing the glacial history of Green Lakes Valley, North Boulder Creek, Colorado Front Range. Arctic, Antarctic, and Alpine Research 43, 527-542.",NA,Colorado Plateau
GLV-1,bedrock,40.05433,-105.61711,3691,1,2.7,0.99,666000,21000,07KNSTD,2009,12000,1100,"Dv<d4><f8>Ohnforth M, Anderson RS, 2011. Reconstructing the glacial history of Green Lakes Valley, North Boulder Creek, Colorado Front Range. Arctic, Antarctic, and Alpine Research 43, 527-542.",0,Colorado Plateau
GLV-11,boulder,40.04664,-105.6006,3395,1,2.7,0.997,683000,17000,07KNSTD,2009,14400,1300,"Dv<d4><f8>Ohnforth M, Anderson RS, 2011. Reconstructing the glacial history of Green Lakes Valley, North Boulder Creek, Colorado Front Range. Arctic, Antarctic, and Alpine Research 43, 527-542.",80,Colorado Plateau
GLV-2,bedrock,40.05162,-105.63448,3720,1,2.7,0.985,898000,18000,07KNSTD,2009,16100,1400,"Dv<d4><f8>Ohnforth M, Anderson RS, 2011. Reconstructing the glacial history of Green Lakes Valley, North Boulder Creek, Colorado Front Range. Arctic, Antarctic, and Alpine Research 43, 527-542.",0,Colorado Plateau
GLV-3,bedrock,40.05406,-105.62678,3719,1,2.7,0.981,821000,32000,07KNSTD,2009,14800,1400,"Dv<d4><f8>Ohnforth M, Anderson RS, 2011. Reconstructing the glacial history of Green Lakes Valley, North Boulder Creek, Colorado Front Range. Arctic, Antarctic, and Alpine Research 43, 527-542.",0,Colorado Plateau
GLV-4,bedrock,40.05416,-105.62338,3619,1,2.7,0.986,759000,25000,07KNSTD,2009,14300,1300,"Dv<d4><f8>Ohnforth M, Anderson RS, 2011. Reconstructing the glacial history of Green Lakes Valley, North Boulder Creek, Colorado Front Range. Arctic, Antarctic, and Alpine Research 43, 527-542.",0,Colorado Plateau
GLV-5,boulder,40.05559,-105.61156,3664,1,2.7,0.981,557000,21000,07KNSTD,2009,10300,1000,"Dv<d4><f8>Ohnforth M, Anderson RS, 2011. Reconstructing the glacial history of Green Lakes Valley, North Boulder Creek, Colorado Front Range. Arctic, Antarctic, and Alpine Research 43, 527-542.",NA,Colorado Plateau
GLV-6,bedrock,40.05197,-105.61213,3479,1,2.7,0.987,629000,23000,07KNSTD,2009,12800,1200,"Dv<d4><f8>Ohnforth M, Anderson RS, 2011. Reconstructing the glacial history of Green Lakes Valley, North Boulder Creek, Colorado Front Range. Arctic, Antarctic, and Alpine Research 43, 527-542.",0,Colorado Plateau
GLV-7,bedrock,40.05063,-105.61338,3462,1,2.7,0.989,606000,34000,07KNSTD,2009,12400,1300,"Dv<d4><f8>Ohnforth M, Anderson RS, 2011. Reconstructing the glacial history of Green Lakes Valley, North Boulder Creek, Colorado Front Range. Arctic, Antarctic, and Alpine Research 43, 527-542.",0,Colorado Plateau
GLV-8,bedrock,40.04977,-105.61072,3421,1,2.7,0.985,644000,40000,07KNSTD,2009,13600,1500,"Dv<d4><f8>Ohnforth M, Anderson RS, 2011. Reconstructing the glacial history of Green Lakes Valley, North Boulder Creek, Colorado Front Range. Arctic, Antarctic, and Alpine Research 43, 527-542.",0,Colorado Plateau
GLV-9,bedrock,40.04913,-105.60674,3451,1,2.7,0.995,696000,25000,07KNSTD,2009,14300,1300,"Dv<d4><f8>Ohnforth M, Anderson RS, 2011. Reconstructing the glacial history of Green Lakes Valley, North Boulder Creek, Colorado Front Range. Arctic, Antarctic, and Alpine Research 43, 527-542.",0,Colorado Plateau
Elk-Creek,bedrock,37.71465,-107.54033,3871,2.3,2.7,0.947,925981,25464,KNSTD,2005,15100,1200,"Guido ZS, Ward DJ, Anderson RS, 2007. Pacing the post-last glacial maximum demise of the Animas Valley glacier and the San Juan Mountain ice cap, Colorado. Geology 35, 739-742.",0,Colorado Plateau
Highland-Mary-Lake,bedrock,37.91239,-107.5807,3704,1.2,2.7,0.948,698384,25421,KNSTD,2005,12300,1000,"Guido ZS, Ward DJ, Anderson RS, 2007. Pacing the post-last glacial maximum demise of the Animas Valley glacier and the San Juan Mountain ice cap, Colorado. Geology 35, 739-742.",0,Colorado Plateau
Molas-Lake,bedrock,37.73982,-107.66169,2828,2,2.7,0.925,9.00E+05,30000,KNSTD,2005,30200,2300,"Guido ZS, Ward DJ, Anderson RS, 2007. Pacing the post-last glacial maximum demise of the Animas Valley glacier and the San Juan Mountain ice cap, Colorado. Geology 35, 739-742.",0,Colorado Plateau
Needleton,bedrock,37.6286,-107.69437,2540,0.6,2.7,0.918,415300,10400,KNSTD,2005,14900,1100,"Guido ZS, Ward DJ, Anderson RS, 2007. Pacing the post-last glacial maximum demise of the Animas Valley glacier and the San Juan Mountain ice cap, Colorado. Geology 35, 739-742.",0,Colorado Plateau
Silverton,bedrock,37.78546,-107.66853,2835,3.5,2.7,0.482,242900,6400,KNSTD,2005,14100,1100,"Guido ZS, Ward DJ, Anderson RS, 2007. Pacing the post-last glacial maximum demise of the Animas Valley glacier and the San Juan Mountain ice cap, Colorado. Geology 35, 739-742.",0,Colorado Plateau
